1000,0.8354598400000001,69.10132128102974,8.312720450071067
2000,2.02626149,406.467826959845,20.16104726842941
3000,3.35528114,1114.5332413155302,33.38462582260778
4000,3.6669512400000004,1331.2066082572164,36.48570416282542
5000,4.57023564,2067.818326707495,45.47327046416933
6000,5.570479779999999,3071.9942529594955,55.42557399756448
7000,6.4191978800000005,4079.404040837054,63.87021246901449
8000,8.316490720000001,6847.237771688767,82.74803787213789
9000,8.33746818,6881.824189598738,82.95676096376195
10000,9.1263453,8245.727674948379,90.80598920197048
11000,10.23142391,10363.521487385848,101.80138254162291
12000,13.14878139,17116.15475215902,130.8287229631132
13000,13.85244242,18997.125938942132,137.83006181142824
14000,15.2888779,23141.228956669733,152.12241437957042
15000,16.28129397,26242.972800418276,161.99682959989767
16000,15.572762580000001,24008.58250293178,154.94703128144076
17000,16.5036209,26964.580778280764,164.2089546227025
18000,17.505895929999998,30339.182838887064,174.1814652564591
19000,17.909611849999997,31754.665465148377,178.1983879420585
20000,18.529291479999998,33990.129632329255,184.36412241086728
25000,23.22290696,53391.037359608825,231.06500678295887
30000,29.63768231,86960.82905814023,294.8912156340711
35000,32.5058415,104606.34343068911,323.4290392507901
40000,36.343262249999995,130762.43838625522,361.6108936222127
45000,41.07506014,167028.89598495702,408.69168817698875
50000,45.195202390000006,202218.02558823314,449.68658595541086
